op,duration,duration_pred,gap,gap_pred,total,total_pred
batchnorm,20.35,20.999589920043945,548.055,568.9082641601562,568.405,589.9078540802002
relu,4.096,4.149485111236572,221.967,230.19162368774414,226.06300000000002,234.3411087989807
conv2d,70.363,70.11694049835205,161.396,159.2163848876953,231.759,229.33332538604736
cat,9.823,9.979043960571289,175.251,177.01842880249023,185.074,186.99747276306152
batchnorm,58.492,54.50373077392578,517.209,536.4969482421875,575.7009999999999,591.0006790161133
relu,4.288,5.221285343170166,227.055,232.69744873046875,231.34300000000002,237.91873407363892
conv2d,83.289,93.38655853271484,131.223,127.19029998779297,214.512,220.5768585205078
batchnorm,20.415,22.015947341918945,537.623,566.680419921875,558.038,588.696367263794
relu,4.064,3.4658913612365723,220.368,227.58255004882812,224.432,231.0484414100647
conv2d,69.753,69.36999225616455,161.845,170.9273452758789,231.598,240.29733753204346
cat,10.719,9.973512649536133,168.66,174.13118743896484,179.379,184.10470008850098
batchnorm,61.979,63.096086502075195,653.807,530.1128082275391,715.7860000000001,593.2088947296143
relu,4.32,5.023706912994385,244.11,233.1635513305664,248.43,238.1872582435608
conv2d,87.898,96.4642562866211,127.158,122.80489540100098,215.05599999999998,219.26915168762207
batchnorm,20.382,21.73967933654785,549.143,561.8052062988281,569.525,583.544885635376
relu,4.064,3.8679146766662598,223.887,227.9852638244629,227.951,231.85317850112915
conv2d,70.298,72.3637170791626,160.277,168.41241836547852,230.575,240.7761354446411
cat,12.223,11.929216384887695,170.292,171.48435592651367,182.51500000000001,183.41357231140137
batchnorm,63.995,67.62769031524658,513.37,527.8222961425781,577.365,595.4499864578247
relu,4.383,5.299936771392822,228.879,232.0183868408203,233.262,237.31832361221313
conv2d,91.514,102.26437377929688,121.654,119.74075126647949,213.168,222.00512504577637
batchnorm,20.287,22.824716567993164,543.127,561.4309234619141,563.414,584.2556400299072
relu,4.064,4.004671573638916,221.199,226.55284118652344,225.263,230.55751276016235
conv2d,70.074,71.5625467300415,162.421,169.9679069519043,232.495,241.5304536819458
cat,13.023,10.616029739379883,168.595,171.51449584960938,181.618,182.13052558898926
batchnorm,67.611,67.9700288772583,506.938,527.9642333984375,574.549,595.9342622756958
relu,4.352,5.857019901275635,228.975,233.6182632446289,233.327,239.47528314590454
conv2d,95.16,105.02560424804688,124.28,120.40102577209473,219.44,225.4266300201416
batchnorm,20.222,23.134912490844727,549.143,565.5354156494141,569.365,588.6703281402588
relu,4.096,3.5849785804748535,223.087,227.73936462402344,227.183,231.3243432044983
conv2d,70.362,69.63352680206299,169.748,176.05022430419922,240.10999999999999,245.6837511062622
cat,13.567,11.075738906860352,168.372,172.79423141479492,181.93900000000002,183.86997032165527
batchnorm,69.21,70.25320816040039,653.776,524.3771667480469,722.986,594.6303749084473
relu,4.383,5.050516605377197,228.911,233.97552108764648,233.294,239.02603769302368
conv2d,98.457,106.85575103759766,115.863,115.9234619140625,214.32,222.77921295166016
batchnorm,20.223,21.502939224243164,535.256,563.3318176269531,555.4789999999999,584.8347568511963
relu,4.064,3.8918404579162598,221.711,228.64752578735352,225.775,232.53936624526978
conv2d,69.914,72.86967182159424,171.796,172.6168556213379,241.70999999999998,245.48652744293213
cat,14.623,12.823030471801758,168.019,170.7665901184082,182.642,183.58962059020996
batchnorm,70.331,74.17529678344727,514.074,522.1159362792969,584.405,596.2912330627441
relu,4.383,5.4452080726623535,225.455,232.90136337280273,229.83800000000002,238.3465714454651
conv2d,102.169,112.69170761108398,112.375,112.98886680603027,214.54399999999998,225.68057441711426
batchnorm,20.319,22.731599807739258,541.111,562.5534362792969,561.43,585.2850360870361
relu,4.128,3.998354434967041,220.112,227.1658592224121,224.24,231.16421365737915
conv2d,70.554,71.97909927368164,171.476,174.33371353149414,242.03,246.31281280517578
cat,15.423,11.195703506469727,166.963,170.88896942138672,182.386,182.08467292785645
batchnorm,74.394,73.5544662475586,520.57,522.9121246337891,594.964,596.4665908813477
relu,4.543,6.01067590713501,227.887,234.6516342163086,232.43,240.6623101234436
conv2d,105.08,114.48814392089844,110.648,113.71121215820312,215.728,228.19935607910156
batchnorm,20.382,22.752885818481445,709.612,567.3763122558594,729.9939999999999,590.1291980743408
relu,4.063,3.9067177772521973,232.815,228.20288594563803,236.878,232.10960372289023
conv2d,69.786,74.0110600789388,185.075,174.97398376464844,254.861,248.98504384358722
cat,16.543,11.062092463175455,172.755,173.20756022135416,189.298,184.2696526845296
batchnorm,76.058,73.02259826660156,505.914,517.7350463867188,581.972,590.7576446533203
relu,4.576,4.793009281158447,237.07,234.1257553100586,241.646,238.91876459121704
conv2d,109.144,118.94937133789062,120.919,107.23572540283203,230.063,226.18509674072266
batchnorm,20.319,20.218942642211914,550.07,568.9938354492188,570.389,589.2127780914307
relu,4.128,4.020700931549072,223.247,232.56845092773438,227.375,236.58915185928345
conv2d,70.331,80.73229217529297,183.347,165.53131103515625,253.678,246.26360321044922
cat,17.438,13.651208877563477,164.116,170.28981399536133,181.554,183.9410228729248
batchnorm,79.994,80.37172317504883,494.555,516.7275848388672,574.549,597.099308013916
relu,4.512,5.522989749908447,227.727,233.87119674682617,232.239,239.39418649673462
conv2d,112.087,121.44760704040527,98.201,106.59817504882812,210.288,228.0457820892334
batchnorm,20.319,22.516504287719727,548.279,563.3638610839844,568.598,585.8803653717041
relu,4.095,3.967592716217041,225.519,227.6978645324707,229.614,231.66545724868774
conv2d,70.364,72.16172409057617,184.21,178.54827499389648,254.574,250.70999908447266
cat,18.27,11.752504348754883,164.084,170.39715957641602,182.354,182.1496639251709
batchnorm,81.274,78.92776489257812,495.995,518.1528396606445,577.269,597.0806045532227
relu,4.416,6.090189456939697,225.646,235.6707649230957,230.06199999999998,241.7609543800354
conv2d,116.216,122.30702209472656,241.71,106.85361862182617,357.926,229.16064071655273
batchnorm,20.383,22.23282814025879,549.174,568.6765899658203,569.557,590.9094181060791
relu,4.064,3.5101799964904785,222.032,228.99893188476562,226.096,232.5091118812561
conv2d,70.522,70.7933931350708,184.403,183.68682479858398,254.925,254.48021793365479
cat,19.07,12.581361770629883,165.843,171.693359375,184.91299999999998,184.27472114562988
batchnorm,82.684,84.08934783935547,495.353,513.2657852172852,578.037,597.3551330566406
relu,4.544,4.9063591957092285,236.878,235.7898826599121,241.422,240.69624185562134
conv2d,119.671,123.96076393127441,93.561,99.99735069274902,213.23200000000003,223.95811462402344
batchnorm,20.223,20.63567543029785,535.96,565.2577667236328,556.183,585.8934421539307
relu,4.096,3.8381752967834473,219.247,229.80734252929688,223.34300000000002,233.64551782608032
conv2d,69.978,73.04290103912354,194.547,180.17566299438477,264.525,253.2185640335083
cat,19.966,14.44926643371582,166.068,170.1340675354004,186.03400000000002,184.5833339691162
batchnorm,86.426,86.61283111572266,486.075,511.37439727783203,572.501,597.9872283935547
relu,4.512,5.496126651763916,226.799,234.99729537963867,231.311,240.4934220314026
conv2d,122.998,130.668550491333,88.506,97.66481590270996,211.50400000000002,228.33336639404297
batchnorm,20.509,21.350839614868164,536.505,566.2352294921875,557.014,587.5860691070557
relu,4.128,3.863588809967041,223.119,228.59770584106445,227.247,232.4612946510315
conv2d,70.299,65.5212345123291,184.146,188.19730377197266,254.445,253.71853828430176
cat,20.863,14.730501174926758,168.595,175.41052627563477,189.458,190.14102745056152
batchnorm,88.57,80.77155780792236,569.845,482.9153366088867,658.415,563.6868944168091
relu,4.576,4.115236759185791,129.654,128.3877658843994,134.23,132.5030026435852
adaptive_avg_pool2d,10.911,10.362573862075806,237.551,248.17753219604492,248.462,258.5401060581207
linear,24.669,15.646341323852539,130.135,143.72637176513672,154.804,159.37271308898926
cross_entrpy,28.03,-1.298184871673584,1112.845,1324.8402404785156,1140.875,1323.542055606842
cross_entrpy,18.366,18.470727920532227,415.233,474.18475341796875,433.599,492.655481338501
adaptive_avg_pool2d,5.792,6.854326605796814,36.253,46.20843696594238,42.045,53.0627635717392
relu,4.864,1.9538292102515697,66.875,75.87656021118164,71.739,77.83038942143321
batchnorm,88.057,90.78976821899414,141.686,231.0905647277832,229.743,321.88033294677734
conv2d,53.148,52.41029739379883,196.817,181.53962326049805,249.965,233.94992065429688
relu,4.192,2.716570347547531,68.827,76.24460411071777,73.019,78.9611744582653
batchnorm,17.95,19.109193801879883,127.127,142.10528564453125,145.077,161.21447944641113
conv2d,58.715,103.75014877319336,103.449,105.0864086151123,162.164,208.83655738830566
relu,4.703,4.868502140045166,61.788,65.3127384185791,66.491,70.18124055862427
batchnorm,87.353,89.74515533447266,457.63,382.9384765625,544.983,472.68363189697266
conv2d,48.189,50.65709686279297,116.471,129.9000244140625,164.66,180.55712127685547
relu,4.191,3.523226261138916,66.78,69.25155067443848,70.971,72.77477693557739
batchnorm,18.11,19.19840431213379,120.119,123.02185821533203,138.22899999999998,142.22026252746582
conv2d,59.324,104.83450698852539,100.344,88.81388473510742,159.668,193.6483917236328
relu,4.768,5.071482181549072,61.787,61.215054512023926,66.55499999999999,66.286536693573
batchnorm,84.378,88.22976684570312,412.833,332.1316223144531,497.211,420.36138916015625
conv2d,52.572,52.55123519897461,108.28,120.4875545501709,160.852,173.0387897491455
relu,4.192,3.532412052154541,64.411,69.10090065002441,68.60300000000001,72.63331270217896
batchnorm,18.175,19.07877540588379,116.695,122.89404106140137,134.87,141.97281646728516
conv2d,58.14,101.15643692016602,101.944,90.62172508239746,160.084,191.77816200256348
relu,4.768,5.003931522369385,60.827,61.5916223526001,65.595,66.59555387496948
batchnorm,83.066,85.32003784179688,392.675,319.2847442626953,475.741,404.6047821044922
conv2d,47.74,52.4720573425293,113.111,119.8680362701416,160.851,172.3400936126709
relu,4.16,3.5473885536193848,63.9,68.91782569885254,68.06,72.46521425247192
batchnorm,18.142,18.94266700744629,118.263,122.81518363952637,136.405,141.75785064697266
conv2d,58.331,97.5825080871582,101.113,92.37794303894043,159.44400000000002,189.96045112609863
relu,4.672,4.933870792388916,60.923,61.901347160339355,65.595,66.83521795272827
batchnorm,80.699,82.19596099853516,376.483,305.91233825683594,457.182,388.1082992553711
conv2d,52.988,52.45566940307617,109.432,119.27672386169434,162.42000000000002,171.7323932647705
relu,4.512,3.5674233436584473,62.747,68.69748497009277,67.259,72.26490831375122
batchnorm,18.079,18.79326057434082,120.919,122.78185081481934,138.998,141.57511138916016
conv2d,58.589,94.14632797241211,98.967,94.05452156066895,157.55599999999998,188.20084953308105
relu,4.64,4.858240604400635,63.259,62.15822505950928,67.899,67.01646566390991
batchnorm,77.178,78.86964416503906,365.669,291.94664001464844,442.847,370.8162841796875
conv2d,51.932,52.510093688964844,110.264,118.71634674072266,162.196,171.2264404296875
relu,4.191,3.5914406776428223,65.595,68.43655776977539,69.786,72.02799844741821
batchnorm,18.111,18.63493537902832,115.96,122.7923641204834,134.071,141.42729949951172
conv2d,56.892,90.87480545043945,99.992,95.63542747497559,156.88400000000001,186.51023292541504
relu,4.736,4.776041507720947,60.059,62.37584590911865,64.795,67.1518874168396
batchnorm,74.938,75.38650131225586,336.487,277.4181900024414,411.425,352.80469131469727
conv2d,52.733,52.653526306152344,109.751,118.19619750976562,162.484,170.84972381591797
relu,4.16,3.6181435585021973,63.867,68.13331604003906,68.027,71.75145959854126
batchnorm,18.079,18.472993850708008,121.687,122.84567642211914,139.766,141.31867027282715
conv2d,57.947,87.79606628417969,98.777,97.1164608001709,156.724,184.9125270843506
relu,4.64,4.689646244049072,61.403,62.56868076324463,66.04299999999999,67.2583270072937
batchnorm,71.003,71.81592273712158,319.176,262.43199157714844,390.179,334.24791431427
conv2d,52.444,52.90238571166992,107.288,117.72500419616699,159.732,170.6273899078369
relu,4.16,3.6461129188537598,62.139,67.78611946105957,66.299,71.43223237991333
batchnorm,18.175,18.314050674438477,120.439,122.93631553649902,138.614,141.2503662109375
conv2d,56.891,84.94732666015625,100.441,98.5020694732666,157.332,183.44939613342285
relu,4.608,4.604517459869385,60.507,62.75356388092041,65.115,67.3580813407898
batchnorm,70.363,68.23302936553955,294.026,247.17677688598633,364.389,315.4098062515259
conv2d,52.668,53.25328063964844,107.128,117.29434585571289,159.796,170.54762649536133
relu,4.191,3.6732888221740723,64.604,67.39028358459473,68.795,71.0635724067688
batchnorm,18.143,18.1666202545166,119.447,123.0446891784668,137.59,141.2113094329834
conv2d,55.899,82.36920166015625,102.681,99.8055362701416,158.57999999999998,182.17473793029785
relu,4.575,4.52715539932251,60.892,62.95000648498535,65.467,67.47716188430786
batchnorm,67.899,64.70077800750732,290.282,232.01544952392578,358.181,296.7162275314331
conv2d,51.996,53.67681884765625,108.76,116.86345291137695,160.756,170.5402717590332
relu,4.192,3.6973748207092285,66.075,66.93662071228027,70.267,70.6339955329895
batchnorm,18.206,18.042062759399414,118.616,123.12826538085938,136.822,141.1703281402588
conv2d,56.252,80.08332824707031,100.568,101.05123138427734,156.82,181.13455963134766
relu,4.544,4.4629082679748535,60.635,63.17781352996826,65.179,67.64072179794312
batchnorm,63.899,61.266783714294434,258.637,217.5735969543457,322.536,278.84038066864014
conv2d,51.549,54.1392707824707,106.167,116.36593627929688,157.716,170.50520706176758
relu,4.16,3.7169976234436035,61.851,66.41781616210938,66.011,70.13481378555298
batchnorm,18.047,17.951387405395508,118.775,123.12483978271484,136.822,141.07622718811035
conv2d,56.06,78.0701036453247,99.385,102.27626991271973,155.445,180.34637355804443
relu,4.479,4.414095401763916,60.667,63.450928688049316,65.146,67.86502408981323
batchnorm,62.204,57.959479331970215,234.542,204.57775115966797,296.746,262.5372304916382
conv2d,51.836,54.628578186035156,108.728,115.73683166503906,160.564,170.36540985107422
relu,4.16,3.7328591346740723,61.756,65.83819580078125,65.916,69.57105493545532
batchnorm,18.174,17.89738655090332,119.671,122.97692680358887,137.845,140.8743133544922
conv2d,54.075,76.26912784576416,104.153,103.52566146850586,158.228,179.79478931427002
relu,4.48,4.38012170791626,64.987,63.76986312866211,69.467,68.14998483657837
batchnorm,57.948,54.773268699645996,216.592,193.45790481567383,274.54,248.23117351531982
conv2d,52.508,55.1542854309082,105.752,114.94110107421875,158.26,170.09538650512695
relu,4.16,3.746706485748291,65.179,65.21486473083496,69.339,68.96157121658325
batchnorm,18.174,17.8664493560791,119.064,122.6710433959961,137.238,140.5374927520752
conv2d,53.114,74.6028184890747,103.738,104.83313179016113,156.852,179.43595027923584
relu,4.512,4.359591007232666,60.795,64.12424755096436,65.307,68.48383855819702
batchnorm,57.308,51.69858455657959,197.681,184.1999969482422,254.989,235.89858150482178
conv2d,52.605,55.72586441040039,108.471,113.98261642456055,161.076,169.70848083496094
relu,4.192,3.7591423988342285,71.578,64.57047080993652,75.77000000000001,68.32961320877075
batchnorm,18.207,17.82866859436035,119.639,122.25654029846191,137.846,140.08520889282227
conv2d,52.956,73.00943088531494,102.776,106.19598960876465,155.732,179.2054204940796
relu,4.416,4.3508172035217285,64.571,64.50381565093994,68.987,68.85463285446167
batchnorm,55.068,48.751479148864746,175.923,176.5745506286621,230.99099999999999,225.32602977752686
conv2d,47.709,56.341529846191406,110.423,112.89135932922363,158.132,169.23288917541504
relu,4.192,3.751497745513916,65.115,64.07829093933105,69.30699999999999,67.82978868484497
batchnorm,18.142,17.768754959106445,116.824,122.59665870666504,134.966,140.36541366577148
conv2d,51.677,70.5344820022583,105.239,108.58815383911133,156.916,179.12263584136963
relu,4.448,4.366251468658447,59.611,65.44701385498047,64.059,69.81326532363892
batchnorm,51.069,43.405723571777344,159.796,166.92448043823242,210.865,210.33020401000977
conv2d,52.731,57.84932327270508,105.977,110.6961669921875,158.708,168.54549026489258
relu,4.511,4.203073978424072,63.964,66.15596103668213,68.475,70.3590350151062
batchnorm,18.11,19.578462600708008,117.815,124.51304817199707,135.925,144.09151077270508
conv2d,50.557,61.80049228668213,107.384,107.43240547180176,157.941,169.2328977584839
relu,4.447,4.8735527992248535,60.636,70.5551872253418,65.083,75.42874002456665
batchnorm,49.052,43.88448715209961,88.154,99.02691650390625,137.206,142.91140365600586
avg_pool2d,18.078,24.71476936340332,88.794,75.36732959747314,106.872,100.08209896087646
conv2d,370.082,510.28096771240234,46.335,51.9072265625,416.417,562.1881942749023
relu,9.663,6.721903324127197,1.152,1.1869354248046875,10.815,7.908838748931885
batchnorm,92.825,70.81520938873291,42.077,40.59839344024658,134.902,111.41360282897949
conv2d,70.523,75.55109405517578,156.66,88.61928176879883,227.183,164.1703758239746
relu,4.351,2.6476845741271973,65.852,69.36967849731445,70.203,72.01736307144165
batchnorm,18.11,16.0345401763916,142.197,147.50060653686523,160.30700000000002,163.53514671325684
conv2d,146.229,182.14306259155273,38.27,36.14339065551758,184.49900000000002,218.2864532470703
relu,6.271,4.9965691566467285,56.572,46.983049392700195,62.843,51.979618549346924
batchnorm,89.241,85.45344161987305,609.971,632.0621643066406,699.212,717.5156059265137
conv2d,64.123,71.30208587646484,103.384,97.03233528137207,167.507,168.3344211578369
relu,4.384,2.8250832557678223,63.483,68.14170455932617,67.86699999999999,70.966787815094
batchnorm,18.303,15.595804214477539,144.437,142.75302505493164,162.74,158.34882926940918
conv2d,136.343,176.6808319091797,38.556,37.33550262451172,174.899,214.0163345336914
relu,6.112,4.7650933265686035,61.467,52.61805725097656,67.579,57.383150577545166
batchnorm,85.69,78.60884475708008,587.732,604.7969207763672,673.422,683.4057655334473
conv2d,64.155,71.00472259521484,101.912,96.75522804260254,166.067,167.75995063781738
relu,4.352,2.7928109169006348,61.883,68.32444381713867,66.235,71.1172547340393
batchnorm,18.111,15.71995735168457,141.301,142.29849243164062,159.41199999999998,158.0184497833252
conv2d,133.399,173.91905975341797,35.869,37.69444465637207,169.268,211.61350440979004
relu,6.015,4.504190921783447,62.844,54.104177474975586,68.859,58.60836839675903
batchnorm,85.465,76.21318817138672,565.942,583.7865905761719,651.407,659.9997787475586
conv2d,64.828,70.80629348754883,98.36,96.51838684082031,163.188,167.32468032836914
relu,4.384,2.779337376356125,64.155,68.20365905761719,68.539,70.98299643397331
batchnorm,18.174,15.686410903930664,143.542,142.2596092224121,161.716,157.94602012634277
conv2d,133.111,170.89163970947266,36.412,38.09414482116699,169.523,208.98578453063965
relu,5.984,4.263193607330322,62.555,55.45254707336426,68.539,59.71574068069458
batchnorm,82.81,73.94150924682617,549.335,563.7959289550781,632.145,637.7374382019043
conv2d,64.956,70.77265548706055,100.535,96.33137702941895,165.49099999999999,167.1040325164795
relu,4.384,2.7735085487365723,63.963,68.12792205810547,68.34700000000001,70.90143060684204
batchnorm,18.303,15.658777236938477,139.445,142.24586486816406,157.748,157.90464210510254
conv2d,135.478,167.56212997436523,37.309,38.563231468200684,172.787,206.12536144256592
relu,5.984,4.04094934463501,61.851,56.68750762939453,67.835,60.72845697402954
batchnorm,78.394,71.74980926513672,528.153,544.3736724853516,606.547,616.1234817504883
conv2d,65.02,70.87481307983398,99.0,96.20401763916016,164.01999999999998,167.07883071899414
relu,4.416,2.776827335357666,64.667,68.09589385986328,69.083,70.87272119522095
batchnorm,18.111,15.635919570922852,139.541,142.22334671020508,157.652,157.85926628112793
conv2d,132.694,163.94480895996094,43.037,39.123451232910156,175.731,203.0682601928711
relu,5.887,3.8370537757873535,60.796,57.82347106933594,66.68299999999999,61.66052484512329
batchnorm,76.57,69.60279178619385,508.73,525.2349700927734,585.3,594.8377618789673
conv2d,64.699,71.08150482177734,99.257,96.1416072845459,163.95600000000002,167.22311210632324
relu,4.32,2.7894692420959473,64.347,68.10309791564941,68.667,70.89256715774536
batchnorm,18.271,15.615808486938477,141.045,142.1728057861328,159.31599999999997,157.7886142730713
conv2d,136.31,160.09066009521484,33.949,39.78917217254639,170.25900000000001,199.87983226776123
relu,5.824,3.652651309967041,63.227,58.87138557434082,69.051,62.52403688430786
batchnorm,72.123,67.46961688995361,493.787,506.2536315917969,565.91,573.7232484817505
conv2d,64.604,71.36187744140625,98.392,96.14061737060547,162.99599999999998,167.50249481201172
relu,4.287,2.8102517127990723,65.916,68.14168167114258,70.203,70.95193338394165
batchnorm,18.078,15.596086502075195,148.789,142.0899314880371,166.867,157.6860179901123
conv2d,123.671,156.07694244384766,51.516,40.57322978973389,175.187,196.65017223358154
relu,5.824,3.4902138710021973,62.267,59.83932685852051,68.09100000000001,63.329540729522705
batchnorm,71.834,65.32020282745361,474.813,487.40557861328125,546.6469999999999,552.7257814407349
conv2d,63.964,71.71647262573242,100.376,96.19754600524902,164.34,167.91401863098145
relu,4.383,2.838106632232666,61.916,68.21071815490723,66.29899999999999,71.04882478713989
batchnorm,18.27,15.571535110473633,137.238,141.95846557617188,155.508,157.5300006866455
conv2d,123.702,151.84064102172852,51.389,41.48879909515381,175.091,193.32944011688232
relu,5.76,3.3546929359436035,64.027,60.66877555847168,69.787,64.02346849441528
batchnorm,68.923,63.05265522003174,450.622,468.67957305908203,519.5450000000001,531.7322282791138
conv2d,64.668,72.04037094116211,101.208,96.44218063354492,165.876,168.48255157470703
relu,4.383,2.8794426918029785,62.94,68.26807022094727,67.323,71.14751291275024
batchnorm,18.143,15.54374885559082,122.166,141.68718338012695,140.309,157.23093223571777
conv2d,115.992,145.64844512939453,42.621,43.72512626647949,158.613,189.37357139587402
relu,5.727,3.2578072547912598,63.899,61.960012435913086,69.626,65.21781969070435
batchnorm,65.339,60.519808769226074,431.264,448.13692474365234,496.603,508.6567335128784
conv2d,65.116,72.38071823120117,98.84,96.39952850341797,163.95600000000002,168.78024673461914
relu,4.447,2.9017510414123535,62.236,68.37228584289551,66.68299999999999,71.27403688430786
batchnorm,18.206,15.478372573852539,119.8,141.59646606445312,138.006,157.07483863830566
conv2d,115.511,141.99921798706055,42.781,45.092652320861816,158.292,187.09187030792236
relu,5.663,3.1860756874084473,62.748,62.61939239501953,68.411,65.80546808242798
batchnorm,63.291,58.12654113769531,429.472,429.3921585083008,492.763,487.5186996459961
conv2d,64.124,72.77125930786133,100.151,96.39603042602539,164.27499999999998,169.16728973388672
relu,4.48,2.9329705238342285,61.308,68.43401718139648,65.788,71.36698770523071
batchnorm,18.046,15.395761489868164,120.247,141.54541397094727,138.293,156.94117546081543
conv2d,100.088,138.56430053710938,61.948,46.726637840270996,162.036,185.29093837738037
relu,5.568,3.1464486122131348,61.723,63.204161643981934,67.291,66.35061025619507
batchnorm,58.716,55.60117721557617,396.962,410.3005142211914,455.678,465.9016914367676
conv2d,64.891,73.2231330871582,96.441,96.31988525390625,161.332,169.54301834106445
relu,4.384,2.9704995155334473,65.787,68.49131393432617,70.171,71.46181344985962
batchnorm,18.174,15.284120559692383,118.744,141.55932235717773,136.918,156.84344291687012
conv2d,99.768,135.31690216064453,60.924,48.68278694152832,160.692,183.99968910217285
relu,5.535,3.1375832557678223,61.02,63.717166900634766,66.555,66.85475015640259
batchnorm,58.14,52.90644836425781,376.932,389.80179595947266,435.072,442.70824432373047
conv2d,60.252,73.7105827331543,103.223,96.17035675048828,163.475,169.88093948364258
relu,4.48,3.0193886756896973,62.555,68.54594993591309,67.035,71.56533861160278
batchnorm,18.079,15.151132583618164,122.359,141.65939712524414,140.438,156.8105297088623
conv2d,99.672,132.18509101867676,57.756,50.97116756439209,157.428,183.15625858306885
relu,5.504,3.1564278602600098,63.931,64.19474983215332,69.435,67.35117769241333
batchnorm,55.9,50.06040954589844,359.685,367.20648193359375,415.585,417.2668914794922
conv2d,64.187,74.18121719360352,95.865,95.96630477905273,160.052,170.14752197265625
relu,4.512,3.0867257118225098,64.603,68.59345245361328,69.115,71.68017816543579
batchnorm,18.078,15.015787124633789,117.911,141.86559677124023,135.989,156.88138389587402
conv2d,97.945,129.07666206359863,64.219,53.60540962219238,162.164,182.68207168579102
relu,5.472,3.1981301307678223,58.651,64.69030952453613,64.123,67.88843965530396
batchnorm,51.933,47.18696212768555,346.598,342.7414321899414,398.531,389.92839431762695
conv2d,64.571,74.61840057373047,102.04,95.7503604888916,166.611,170.36876106262207
relu,4.448,3.1756463050842285,63.899,68.621826171875,68.34700000000001,71.79747247695923
batchnorm,18.111,14.905611038208008,119.159,142.1650733947754,137.27,157.0706844329834
conv2d,99.801,125.89947319030762,60.283,56.63045406341553,160.084,182.52992725372314
relu,5.279,3.2560296058654785,60.796,65.22675132751465,66.075,68.48278093338013
batchnorm,49.884,44.444698333740234,320.265,317.2870864868164,370.149,361.73178482055664
conv2d,64.025,75.02847290039062,97.946,95.5547924041748,161.971,170.58326530456543
relu,4.48,3.2829155921936035,62.043,68.61845397949219,66.523,71.90136957168579
batchnorm,18.207,14.852838516235352,120.631,142.4968605041504,138.838,157.34969902038574
conv2d,96.954,122.56396484375,60.346,60.10081481933594,157.29999999999998,182.66477966308594
relu,5.28,3.3250985145568848,65.883,65.7861328125,71.163,69.11123132705688
batchnorm,45.405,41.89677810668945,294.346,291.7541809082031,339.751,333.6509590148926
conv2d,64.891,75.43218231201172,95.481,95.38971900939941,160.372,170.82190132141113
relu,4.479,3.402346134185791,62.491,68.57756042480469,66.97,71.97990655899048
batchnorm,18.239,14.886682510375977,121.175,142.7801628112793,139.414,157.66684532165527
conv2d,85.401,118.93783950805664,70.555,64.07949161529541,155.95600000000002,183.01733112335205
relu,5.216,3.4084954261779785,63.963,66.35913848876953,69.179,69.76763391494751
batchnorm,45.085,39.64413070678711,271.372,267.49774169921875,316.457,307.14187240600586
conv2d,64.155,75.93241500854492,98.329,95.2535343170166,162.48399999999998,171.18594932556152
relu,4.319,3.5250191688537598,62.428,68.50373840332031,66.747,72.02875757217407
batchnorm,18.27,15.017511367797852,117.72,142.9053726196289,135.99,157.92288398742676
conv2d,85.304,114.80546188354492,75.228,68.60758399963379,160.53199999999998,183.4130458831787
relu,5.055,3.5054802894592285,60.892,66.98431205749512,65.947,70.48979234695435
batchnorm,42.844,37.70180892944336,264.877,245.99765014648438,307.721,283.69945907592773
conv2d,64.603,76.59852981567383,95.097,95.13215827941895,159.7,171.73068809509277
relu,4.351,3.643343448638916,65.66,68.4153060913086,70.011,72.05864953994751
batchnorm,18.174,15.229127883911133,117.368,142.74364852905273,135.542,157.97277641296387
conv2d,84.601,110.06430435180664,74.107,73.55371475219727,158.708,183.6180191040039
relu,5.183,3.6003060340881348,61.116,67.71112251281738,66.299,71.31142854690552
batchnorm,38.653,35.917789459228516,240.43,227.98255157470703,279.083,263.90034103393555
conv2d,59.932,77.42764663696289,102.872,95.02081680297852,162.804,172.4484634399414
relu,4.383,3.7532448768615723,63.611,68.33115196228027,67.994,72.08439683914185
batchnorm,18.111,15.477502822875977,122.519,142.2304916381836,140.63,157.70799446105957
conv2d,80.538,104.96232986450195,77.114,78.64392471313477,157.652,183.60625457763672
relu,4.992,3.6726250648498535,65.755,68.53559303283691,70.747,72.20821809768677
batchnorm,36.829,34.1424446105957,217.872,213.44934844970703,254.70100000000002,247.59179306030273
conv2d,59.931,78.40446853637695,98.585,94.85699462890625,158.516,173.2614631652832
relu,4.384,3.8492531776428223,64.987,68.27350807189941,69.371,72.12276124954224
batchnorm,18.078,15.69359016418457,120.791,141.56095504760742,138.869,157.254545211792
conv2d,95.352,100.61941146850586,115.449,83.25850486755371,210.801,183.87791633605957
relu,4.992,3.7179055213928223,64.315,69.31194877624512,69.307,73.02985429763794
batchnorm,32.029,32.310343742370605,202.705,202.0681610107422,234.734,234.3785047531128
conv2d,64.956,79.3735580444336,98.744,94.67864418029785,163.7,174.05220222473145
relu,4.479,3.9292168617248535,60.956,68.24730682373047,65.435,72.17652368545532
batchnorm,18.143,15.86424446105957,120.439,140.6479606628418,138.582,156.51220512390137
conv2d,96.249,96.59889602661133,107.959,86.07950210571289,204.208,182.67839813232422
relu,4.768,3.5848565101623535,66.203,69.4886417388916,70.971,73.07349824905396
batchnorm,31.902,29.022722244262695,177.618,188.51285934448242,209.51999999999998,217.53558158874512
conv2d,64.091,81.03336715698242,99.737,92.77775955200195,163.82799999999997,173.81112670898438
